SRCID,D3,D3_norm,D1_avg,D1_norm,A4_avg,A4_norm,A3,A3_norm,A1,A1_norm,B1a,B1b,B1c,B1d,B1_avg,B1_avg_norm,B4,B4_norm,B6f,B6g,B6_avg,B6_avg_norm,B7,B7_norm,V1,V1_binary,V1_norm
2766,1,0,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,4,1,5,5,5,1,2,0.5,4,1,1
1944,1,0,1.2,0.05,3,0.666666667,6,0.6,1,0,2,2,2,2,2,1,3,0.666666667,5,4,4.5,0.875,3,1,4,1,1
642,1,0,1,0,1.5,0.166666667,8,0.8,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,1,0,4,1,1
1487,2,0.333333333,1.4,0.1,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
1480,1,0,1.2,0.05,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,1,1.5,0.125,1,0,4,1,1
2487,1,0,1,0,2,0.333333333,7,0.7,4,0.75,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
3163,1,0,1,0,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,2,0.5,3,0,0.666666667
1746,2,0.333333333,1.2,0.05,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,1,0,0
1976,3,0.666666667,1.2,0.05,2.5,0.5,4,0.4,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,4,5,4.5,0.875,1,0,4,1,1
2823,1,0,1.2,0.05,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,2,0.5,3,0,0.666666667
2561,1,0,2.2,0.3,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
792,2,0.333333333,1.2,0.05,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
584,2,0.333333333,1.4,0.1,2,0.333333333,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,3,3,3,0.5,1,0,4,1,1
2331,3,0.666666667,3.2,0.55,1.166666667,0.055555556,3,0.3,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,3,0,0.666666667
1357,2,0.333333333,2,0.25,3,0.666666667,0,0,5,1,2,2,2,2,2,1,4,1,1,1,1,0,2,0.5,3,0,0.666666667
2610,2,0.333333333,1.6,0.15,2.333333333,0.444444444,5,0.5,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,2,2,2,0.25,2,0.5,3,0,0.666666667
2365,2,0.333333333,1.6,0.15,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2367,1,0,2.4,0.35,1.333333333,0.111111111,7,0.7,1,0,2,2,2,2,2,1,3,0.666666667,4,3,3.5,0.625,2,0.5,3,0,0.666666667
1894,1,0,1,0,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1108,3,0.666666667,1.8,0.2,2.166666667,0.388888889,5,0.5,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
1466,1,0,1.2,0.05,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2555,2,0.333333333,2,0.25,2.333333333,0.444444444,6,0.6,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
1033,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,1,0,0
685,2,0.333333333,2.2,0.3,2.5,0.5,6,0.6,4,0.75,2,2,2,2,2,1,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
2734,1,0,1.2,0.05,1.833333333,0.277777778,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1418,1,0,1,0,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2387,1,0,1,0,1.833333333,0.277777778,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
710,1,0,1.2,0.05,2.166666667,0.388888889,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
205,1,0,1,0,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
269,1,0,1.2,0.05,2.166666667,0.388888889,6,0.6,4,0.75,2,2,1,1,1.5,0.5,2,0.333333333,3,3,3,0.5,2,0.5,3,0,0.666666667
3339,1,0,1.6,0.15,2,0.333333333,7,0.7,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
3251,4,1,2.6,0.4,2.166666667,0.388888889,2,0.2,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2372,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
844,2,0.333333333,2,0.25,2,0.333333333,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1329,2,0.333333333,1.4,0.1,2.166666667,0.388888889,2,0.2,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2236,1,0,1.2,0.05,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,1,0,0
1851,2,0.333333333,2.8,0.45,2,0.333333333,5,0.5,4,0.75,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,3,0,0.666666667
3479,1,0,1.6,0.15,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
897,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
2086,1,0,2.2,0.3,1.666666667,0.222222222,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
519,2,0.333333333,1.8,0.2,1.833333333,0.277777778,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,3,0,0.666666667
1038,1,0,1.4,0.1,1.833333333,0.277777778,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1226,2,0.333333333,3.6,0.65,2,0.333333333,7,0.7,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,3,5,4,0.75,1,0,3,0,0.666666667
1461,3,0.666666667,2.2,0.3,2.333333333,0.444444444,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,3,0,0.666666667
1272,1,0,1,0,1.666666667,0.222222222,8,0.8,1,0,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1319,1,0,1,0,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
3233,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1325,1,0,1.6,0.15,2,0.333333333,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,3,2.5,0.375,1,0,2,0,0.333333333
2072,1,0,1.6,0.15,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,3,0,0.666666667
2654,1,0,1,0,1.833333333,0.277777778,6,0.6,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
743,3,0.666666667,2,0.25,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,1,0,5,5,5,1,1,0,4,1,1
1872,1,0,2.2,0.3,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1243,1,0,1,0,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
3006,1,0,1.4,0.1,1.666666667,0.222222222,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
189,1,0,1.2,0.05,1.833333333,0.277777778,7,0.7,2,0.25,2,1,2,1,1.5,0.5,3,0.666666667,5,5,5,1,1,0,4,1,1
490,1,0,1.6,0.15,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,1,1.5,0.125,1,0,4,1,1
1705,1,0,1.6,0.15,2.833333333,0.611111111,6,0.6,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
459,3,0.666666667,2.2,0.3,1.666666667,0.222222222,7,0.7,1,0,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,3,1,4,1,1
2011,1,0,1.6,0.15,3.166666667,0.722222222,4,0.4,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,4,1,1
2038,1,0,1.4,0.1,1.5,0.166666667,7,0.7,1,0,2,1,2,1,1.5,0.5,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1731,1,0,1.2,0.05,1.666666667,0.222222222,6,0.6,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2583,1,0,2.4,0.35,2,0.333333333,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1922,1,0,1.6,0.15,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
1324,1,0,1.4,0.1,2.666666667,0.555555556,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2615,1,0,1.2,0.05,1.833333333,0.277777778,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2690,1,0,1,0,2,0.333333333,9,0.9,1,0,2,2,2,2,2,1,4,1,4,3,3.5,0.625,2,0.5,3,0,0.666666667
439,1,0,1.2,0.05,1.666666667,0.222222222,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1706,1,0,1.2,0.05,2.833333333,0.611111111,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
480,2,0.333333333,3,0.5,2,0.333333333,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,2,2,0.25,2,0.5,4,1,1
2290,1,0,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,3,4,3.5,0.625,2,0.5,3,0,0.666666667
1774,1,0,1.6,0.15,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1610,1,0,2.2,0.3,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,2,0,0.333333333
184,2,0.333333333,1.4,0.1,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,1,0,0
982,2,0.333333333,2.6,0.4,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
3005,1,0,2.6,0.4,2.333333333,0.444444444,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,3,2.5,0.375,1,0,4,1,1
1939,1,0,2,0.25,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,1,0,4,1,1
955,2,0.333333333,2.2,0.3,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2710,1,0,1,0,2.666666667,0.555555556,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,3,1,2,0,0.333333333
3012,2,0.333333333,3.2,0.55,2,0.333333333,4,0.4,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
3202,3,0.666666667,4,0.75,2.666666667,0.555555556,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,3,3.5,0.625,1,0,3,0,0.666666667
412,3,0.666666667,2.4,0.35,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
1593,1,0,1.2,0.05,2.333333333,0.444444444,5,0.5,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
697,1,0,2.4,0.35,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2892,4,1,5,1,3.166666667,0.722222222,0,0,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,3,1,3,0,0.666666667
2062,1,0,1.8,0.2,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2646,2,0.333333333,3.2,0.55,2.333333333,0.444444444,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,4,3,3.5,0.625,2,0.5,3,0,0.666666667
663,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,5,1,2,2,2,2,2,1,4,1,5,5,5,1,3,1,4,1,1
2344,1,0,3,0.5,2,0.333333333,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
1311,1,0,1.2,0.05,2.166666667,0.388888889,9,0.9,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
3560,2,0.333333333,1.8,0.2,2.666666667,0.555555556,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,2,0.5,4,1,1
3227,1,0,1.4,0.1,2.5,0.5,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,3,2,0.25,1,0,3,0,0.666666667
2780,1,0,1,0,2.333333333,0.444444444,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1893,2,0.333333333,3.4,0.6,2.166666667,0.388888889,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
2716,2,0.333333333,2.6,0.4,2.833333333,0.611111111,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,4,3,0.5,2,0.5,4,1,1
1260,1,0,1,0,2,0.333333333,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
2075,3,0.666666667,3.6,0.65,1.5,0.166666667,3,0.3,5,1,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2293,1,0,1.2,0.05,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,2,0,0.333333333
3554,2,0.333333333,1.4,0.1,2,0.333333333,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,3,1,2,0.25,1,0,4,1,1
1903,3,0.666666667,2.8,0.45,1.5,0.166666667,4,0.4,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,5,4.5,0.875,1,0,1,0,0
276,1,0,1.2,0.05,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
3244,2,0.333333333,2.6,0.4,1.833333333,0.277777778,6,0.6,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2148,2,0.333333333,1.8,0.2,2.666666667,0.555555556,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
2026,2,0.333333333,2.2,0.3,2.5,0.5,4,0.4,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2571,3,0.666666667,3,0.5,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,1,2,1.5,0.125,3,1,3,0,0.666666667
2482,1,0,1,0,1.833333333,0.277777778,7,0.7,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2672,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,2,0.25,2,2,1,2,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
1985,3,0.666666667,2.8,0.45,2.833333333,0.611111111,3,0.3,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
896,3,0.666666667,2.6,0.4,2.333333333,0.444444444,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
483,1,0,2.4,0.35,2,0.333333333,5,0.5,2,0.25,2,2,2,2,2,1,1,0,5,5,5,1,2,0.5,2,0,0.333333333
3343,1,0,1.4,0.1,1.333333333,0.111111111,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,1,0,0
2802,4,1,3.8,0.7,3,0.666666667,1,0.1,5,1,2,2,2,2,2,1,4,1,4,1,2.5,0.375,1,0,3,0,0.666666667
2000,1,0,1.4,0.1,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1526,1,0,1.2,0.05,2.333333333,0.444444444,9,0.9,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
2418,1,0,1.2,0.05,2.166666667,0.388888889,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
3156,2,0.333333333,1.6,0.15,2,0.333333333,5,0.5,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1654,1,0,1.4,0.1,2.166666667,0.388888889,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
3020,1,0,2.2,0.3,2.333333333,0.444444444,6,0.6,3,0.5,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
186,2,0.333333333,1,0,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,4,1,1
974,2,0.333333333,2.2,0.3,2,0.333333333,3,0.3,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,4,3.5,0.625,1,0,4,1,1
3249,1,0,1.6,0.15,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2971,1,0,1.6,0.15,1.5,0.166666667,8,0.8,5,1,1,2,2,2,1.75,0.75,4,1,4,2,3,0.5,1,0,3,0,0.666666667
436,1,0,1,0,2.333333333,0.444444444,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
183,1,0,2.2,0.3,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
862,1,0,1.4,0.1,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,2,0.5,4,1,1
3510,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,1,3,2,0.25,1,0,3,0,0.666666667
300,1,0,2.2,0.3,2.5,0.5,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,4,4,4,0.75,1,0,2,0,0.333333333
1850,1,0,1.2,0.05,2,0.333333333,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,3,4,3.5,0.625,1,0,4,1,1
1742,1,0,1,0,2,0.333333333,10,1,1,0,2,2,2,2,2,1,4,1,5,4,4.5,0.875,3,1,2,0,0.333333333
1764,1,0,1.4,0.1,3.166666667,0.722222222,3,0.3,5,1,1,2,1,2,1.5,0.5,4,1,5,5,5,1,3,1,2,0,0.333333333
2262,1,0,1.6,0.15,1.833333333,0.277777778,8,0.8,1,0,2,2,2,1,1.75,0.75,4,1,5,5,5,1,1,0,4,1,1
2356,1,0,1,0,2,0.333333333,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
3411,4,1,2.4,0.35,2.333333333,0.444444444,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2419,1,0,1.6,0.15,1.5,0.166666667,8,0.8,1,0,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
2621,1,0,1.8,0.2,3.166666667,0.722222222,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,1,0,0
232,1,0,3,0.5,2.833333333,0.611111111,2,0.2,5,1,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
1960,3,0.666666667,2.6,0.4,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,1,1.5,0.125,3,1,4,1,1
1448,1,0,1,0,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
2373,1,0,1.8,0.2,1.5,0.166666667,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
856,1,0,2,0.25,2.666666667,0.555555556,7,0.7,5,1,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,2,0,0.333333333
2177,1,0,1.2,0.05,2.5,0.5,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
471,1,0,1,0,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,2,0.5,1,0,0
2867,1,0,1.4,0.1,1.5,0.166666667,7,0.7,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,1,0,3,0,0.666666667
2779,1,0,1,0,2.166666667,0.388888889,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
3452,1,0,1,0,2.333333333,0.444444444,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2006,1,0,1.4,0.1,2.5,0.5,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
2001,2,0.333333333,1.8,0.2,1.833333333,0.277777778,3,0.3,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
1587,1,0,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,1,5,3,0.5,2,0.5,3,0,0.666666667
2982,1,0,1,0,1.666666667,0.222222222,9,0.9,4,0.75,2,2,2,2,2,1,4,1,1,1,1,0,1,0,4,1,1
231,3,0.666666667,1.6,0.15,2.333333333,0.444444444,9,0.9,4,0.75,2,2,1,2,1.75,0.75,2,0.333333333,2,2,2,0.25,2,0.5,4,1,1
2771,1,0,2.8,0.45,1.833333333,0.277777778,5,0.5,1,0,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,4,1,1
1413,3,0.666666667,1.6,0.15,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1266,1,0,1,0,2.833333333,0.611111111,5,0.5,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
1137,2,0.333333333,3,0.5,3,0.666666667,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,4,1,1
1237,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
200,1,0,1,0,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,1,0,4,1,1
1759,1,0,1.8,0.2,2.833333333,0.611111111,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,1,0,4,1,1
1232,1,0,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
470,1,0,1.6,0.15,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,1,0,0
506,3,0.666666667,2.2,0.3,2,0.333333333,6,0.6,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,4,4,4,0.75,1,0,2,0,0.333333333
1569,2,0.333333333,2,0.25,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,2,2.5,0.375,1,0,4,1,1
33,3,0.666666667,1.4,0.1,1.666666667,0.222222222,5,0.5,2,0.25,1,2,2,2,1.75,0.75,4,1,2,1,1.5,0.125,1,0,2,0,0.333333333
992,4,1,3.8,0.7,2.5,0.5,3,0.3,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
1633,1,0,1.2,0.05,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,2,2,1,4,1,4,5,4.5,0.875,1,0,3,0,0.666666667
3418,1,0,3,0.5,2,0.333333333,7,0.7,4,0.75,1,2,2,2,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2456,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1637,3,0.666666667,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
1799,1,0,1.2,0.05,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
3110,1,0,1.2,0.05,1.833333333,0.277777778,4,0.4,2,0.25,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,1,0,3,0,0.666666667
2803,4,1,5,1,3.5,0.833333333,0,0,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,4,4.5,0.875,2,0.5,3,0,0.666666667
2493,1,0,1.2,0.05,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
