SRCID,D3,D3_norm,D1_avg,D1_norm,A4_avg,A4_norm,A3,A3_norm,A1,A1_norm,B1a,B1b,B1c,B1d,B1_avg,B1_avg_norm,B4,B4_norm,B6f,B6g,B6_avg,B6_avg_norm,B7,B7_norm,V1,V1_binary,V1_norm
1557,1,0,1,0,1.666666667,0.222222222,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
349,3,0.666666667,2.2,0.3,3.166666667,0.722222222,4,0.4,4,0.75,1,2,1,1,1.25,0.25,3,0.666666667,1,1,1,0,1,0,4,1,1
2723,1,0,2.6,0.4,1.333333333,0.111111111,6,0.6,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,2,0.5,4,1,1
2378,1,0,1.2,0.05,1.5,0.166666667,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2257,1,0,1.2,0.05,2.333333333,0.444444444,8,0.8,4,0.75,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
273,2,0.333333333,3,0.5,2.5,0.5,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,1,1.5,0.125,2,0.5,4,1,1
1368,3,0.666666667,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
315,1,0,1.2,0.05,1.166666667,0.055555556,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
924,2,0.333333333,2.2,0.3,2,0.333333333,6,0.6,4,0.75,2,2,1,1,1.5,0.5,1,0,1,1,1,0,1,0,3,0,0.666666667
3010,4,1,4.6,0.9,1.333333333,0.111111111,5,0.5,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
446,4,1,5,1,3.666666667,0.888888889,0,0,5,1,2,2,2,2,2,1,4,1,1,1,1,0,3,1,1,0,0
3287,1,0,1,0,2.166666667,0.388888889,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,4,1,1
3556,2,0.333333333,2.6,0.4,1.833333333,0.277777778,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
3355,4,1,3.8,0.7,2,0.333333333,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,2,0,0.333333333
744,2,0.333333333,3.2,0.55,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,1,1.5,0.125,1,0,3,0,0.666666667
1720,1,0,3,0.5,2.333333333,0.444444444,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1141,1,0,1,0,1.333333333,0.111111111,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2584,1,0,1.4,0.1,3,0.666666667,7,0.7,4,0.75,2,2,2,2,2,1,2,0.333333333,2,2,2,0.25,2,0.5,2,0,0.333333333
3114,3,0.666666667,1.4,0.1,2.833333333,0.611111111,7,0.7,2,0.25,2,1,2,1,1.5,0.5,4,1,1,1,1,0,3,1,3,0,0.666666667
289,1,0,1,0,1.5,0.166666667,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2341,1,0,1.2,0.05,1,0,10,1,1,0,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
100,1,0,1,0,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1276,1,0,2.4,0.35,2.166666667,0.388888889,6,0.6,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
1871,1,0,1.8,0.2,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
575,3,0.666666667,2.6,0.4,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,2,0.5,4,1,1
1010,2,0.333333333,1.6,0.15,2,0.333333333,8,0.8,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,2,0.5,4,1,1
103,1,0,2.2,0.3,2,0.333333333,7,0.7,2,0.25,2,2,1,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2360,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,1,0,3,0,0.666666667
671,4,1,2.4,0.35,1.666666667,0.222222222,6,0.6,2,0.25,1,2,1,1,1.25,0.25,3,0.666666667,1,1,1,0,2,0.5,4,1,1
94,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,1,0,3,0,0.666666667
3552,2,0.333333333,1.8,0.2,2.333333333,0.444444444,7,0.7,4,0.75,2,2,2,1,1.75,0.75,4,1,1,1,1,0,2,0.5,4,1,1
3004,4,1,1.8,0.2,2.166666667,0.388888889,4,0.4,4,0.75,1,2,1,2,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
97,1,0,2.2,0.3,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
204,1,0,2.2,0.3,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,2,0.5,2,0,0.333333333
2801,1,0,2.6,0.4,1.666666667,0.222222222,3,0.3,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,2,0.5,4,1,1
870,1,0,1.6,0.15,2,0.333333333,4,0.4,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,2,0.5,4,1,1
892,2,0.333333333,1.8,0.2,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
676,2,0.333333333,2,0.25,1.5,0.166666667,4,0.4,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,4,1,1
3467,2,0.333333333,1.8,0.2,2.5,0.5,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
994,2,0.333333333,2.4,0.35,2,0.333333333,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1660,1,0,1,0,3.166666667,0.722222222,3,0.3,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,2,0,0.333333333
555,4,1,4,0.75,1.833333333,0.277777778,3,0.3,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
2351,1,0,1,0,2,0.333333333,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,4,3,3.5,0.625,2,0.5,2,0,0.333333333
1151,1,0,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2340,2,0.333333333,1.6,0.15,1.333333333,0.111111111,7,0.7,2,0.25,1,2,1,2,1.5,0.5,2,0.333333333,5,5,5,1,2,0.5,4,1,1
338,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
303,4,1,3,0.5,1.5,0.166666667,4,0.4,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
113,2,0.333333333,3,0.5,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
673,1,0,1,0,2.666666667,0.555555556,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
1399,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
1840,1,0,1,0,1.666666667,0.222222222,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,5,5,5,1,1,0,4,1,1
2130,1,0,1,0,1.666666667,0.222222222,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
381,1,0,1,0,2,0.333333333,10,1,1,0,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2379,2,0.333333333,1,0,1.5,0.166666667,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
1292,1,0,2.2,0.3,1.5,0.166666667,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2453,1,0,1.2,0.05,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,4,1,5,5,5,1,1,0,4,1,1
597,3,0.666666667,2,0.25,1.5,0.166666667,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1689,2,0.333333333,2.4,0.35,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
762,1,0,1,0,1.833333333,0.277777778,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1134,3,0.666666667,2.2,0.3,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
2429,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
2141,1,0,1,0,1.333333333,0.111111111,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
3084,3,0.666666667,2.8,0.45,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2607,3,0.666666667,4,0.75,2,0.333333333,4,0.4,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
3505,1,0,1,0,2.333333333,0.444444444,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
755,1,0,1,0,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1914,1,0,2,0.25,2,0.333333333,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,5,4.5,0.875,2,0.5,3,0,0.666666667
1612,1,0,1,0,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
699,1,0,1,0,1.333333333,0.111111111,10,1,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
421,1,0,1,0,2.666666667,0.555555556,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1674,3,0.666666667,1,0,1.333333333,0.111111111,10,1,1,0,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
1928,2,0.333333333,1.2,0.05,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,3,0,0.666666667
3550,4,1,2.2,0.3,1.666666667,0.222222222,8,0.8,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,3,0,0.666666667
2336,1,0,1.2,0.05,2.5,0.5,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1628,3,0.666666667,3.8,0.7,1.833333333,0.277777778,6,0.6,2,0.25,1,1,1,1,1,0,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
2024,3,0.666666667,3.4,0.6,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
345,1,0,1,0,2.666666667,0.555555556,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
491,1,0,2,0.25,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,5,4.5,0.875,1,0,4,1,1
3548,1,0,1,0,1.833333333,0.277777778,10,1,5,1,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
724,1,0,1,0,2.166666667,0.388888889,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,4,3,3.5,0.625,1,0,3,0,0.666666667
2008,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,2,0,0.333333333
106,1,0,1,0,1.833333333,0.277777778,8,0.8,1,0,1,2,1,2,1.5,0.5,4,1,5,5,5,1,2,0.5,4,1,1
665,1,0,1.2,0.05,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,5,4,0.75,1,0,3,0,0.666666667
1117,2,0.333333333,1.4,0.1,1.5,0.166666667,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
3523,1,0,1.8,0.2,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1938,3,0.666666667,1.6,0.15,2.5,0.5,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
3237,2,0.333333333,2,0.25,1.666666667,0.222222222,5,0.5,4,0.75,2,2,2,1,1.75,0.75,4,1,3,1,2,0.25,1,0,4,1,1
1424,1,0,1.2,0.05,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,4,3,0.5,2,0.5,3,0,0.666666667
2275,2,0.333333333,2.6,0.4,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,3,0,0.666666667
1441,2,0.333333333,3,0.5,2.5,0.5,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,3,4,3.5,0.625,3,1,2,0,0.333333333
1454,2,0.333333333,4,0.75,2.5,0.5,1,0.1,5,1,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2457,1,0,1.6,0.15,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
2577,1,0,1,0,2.333333333,0.444444444,7,0.7,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,4,1,1
609,1,0,1,0,2,0.333333333,5,0.5,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,4,1,1
388,3,0.666666667,2.4,0.35,3.166666667,0.722222222,6,0.6,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,1,0,0
2484,1,0,2.2,0.3,2.333333333,0.444444444,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,1,1,1,0,2,0.5,4,1,1
1860,1,0,1,0,2.166666667,0.388888889,10,1,5,1,1,2,2,2,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,3,0,0.666666667
2715,2,0.333333333,2,0.25,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
107,1,0,2.6,0.4,1.666666667,0.222222222,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,4,4.5,0.875,1,0,4,1,1
2976,1,0,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2719,3,0.666666667,2.8,0.45,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
3515,1,0,2.6,0.4,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,1,1.75,0.75,1,0,1,1,1,0,3,1,4,1,1
2868,1,0,2.2,0.3,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
2210,1,0,1.4,0.1,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2002,2,0.333333333,1,0,1.166666667,0.055555556,10,1,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1975,3,0.666666667,2.8,0.45,1.833333333,0.277777778,7,0.7,1,0,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2772,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1795,1,0,1.2,0.05,1.333333333,0.111111111,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
493,2,0.333333333,2.8,0.45,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,1,0,0
1609,1,0,1,0,2.666666667,0.555555556,10,1,2,0.25,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,4,1,1
2488,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2364,1,0,1,0,2,0.333333333,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,2,0,0.333333333
531,1,0,1.2,0.05,1.333333333,0.111111111,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1970,2,0.333333333,1,0,1.833333333,0.277777778,7,0.7,2,0.25,1,2,1,1,1.25,0.25,2,0.333333333,5,5,5,1,1,0,4,1,1
619,1,0,1.8,0.2,2.333333333,0.444444444,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,1,0,3,0,0.666666667
265,1,0,1.6,0.15,1.666666667,0.222222222,6,0.6,4,0.75,2,2,2,2,2,1,2,0.333333333,5,5,5,1,3,1,1,0,0
2049,2,0.333333333,1.4,0.1,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,1,0,4,1,1
822,1,0,1,0,1.833333333,0.277777778,10,1,2,0.25,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,1,0,4,1,1
976,1,0,1.8,0.2,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
910,1,0,2,0.25,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,2,1.5,0.125,1,0,4,1,1
2414,3,0.666666667,2,0.25,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,3,3,0.5,2,0.5,2,0,0.333333333
1935,1,0,1,0,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2036,1,0,1.4,0.1,1.833333333,0.277777778,6,0.6,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2541,3,0.666666667,3,0.5,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,2,0.333333333,3,4,3.5,0.625,1,0,3,0,0.666666667
1723,3,0.666666667,2.8,0.45,2,0.333333333,7,0.7,1,0,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2118,3,0.666666667,3,0.5,1.833333333,0.277777778,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,3,3.5,0.625,1,0,3,0,0.666666667
602,1,0,1.2,0.05,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
592,1,0,2.2,0.3,2.5,0.5,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,3,1,2,0,0.333333333
1099,1,0,1.4,0.1,2.833333333,0.611111111,3,0.3,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
887,2,0.333333333,3.4,0.6,2,0.333333333,6,0.6,2,0.25,2,1,1,1,1.25,0.25,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
2782,2,0.333333333,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
304,1,0,1,0,3,0.666666667,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
3305,2,0.333333333,2.2,0.3,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
995,2,0.333333333,1.4,0.1,1.833333333,0.277777778,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
645,2,0.333333333,2,0.25,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1906,1,0,2,0.25,1.833333333,0.277777778,6,0.6,2,0.25,2,2,2,1,1.75,0.75,1,0,1,1,1,0,2,0.5,4,1,1
1751,3,0.666666667,1.8,0.2,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
306,1,0,1.4,0.1,2,0.333333333,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1279,1,0,2.2,0.3,2.666666667,0.555555556,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1778,1,0,1.6,0.15,1.833333333,0.277777778,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2680,1,0,1.4,0.1,1.166666667,0.055555556,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,4,4.5,0.875,1,0,3,0,0.666666667
144,1,0,1.4,0.1,2,0.333333333,8,0.8,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
628,3,0.666666667,2.4,0.35,2.833333333,0.611111111,5,0.5,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,2,0.5,4,1,1
105,1,0,1.2,0.05,1.5,0.166666667,9,0.9,1,0,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2138,2,0.333333333,1.6,0.15,2.5,0.5,5,0.5,5,1,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
3051,1,0,1.6,0.15,1.833333333,0.277777778,8,0.8,1,0,1,2,2,2,1.75,0.75,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
726,2,0.333333333,2.2,0.3,1.166666667,0.055555556,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
553,2,0.333333333,3,0.5,2.666666667,0.555555556,4,0.4,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
2285,2,0.333333333,2.6,0.4,2.666666667,0.555555556,0,0,5,1,2,2,2,1,1.75,0.75,1,0,1,1,1,0,1,0,4,1,1
445,2,0.333333333,3,0.5,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,4,1,1
2108,3,0.666666667,2.6,0.4,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,2,2.5,0.375,1,0,4,1,1
1787,2,0.333333333,2,0.25,2,0.333333333,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
112,1,0,1.8,0.2,2.5,0.5,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2369,3,0.666666667,1.8,0.2,2.166666667,0.388888889,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1011,4,1,3.6,0.65,3.5,0.833333333,3,0.3,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,5,5,5,1,2,0.5,2,0,0.333333333
1153,4,1,2.2,0.3,2.166666667,0.388888889,7,0.7,1,0,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,1,0,3,0,0.666666667
3576,1,0,1,0,2.166666667,0.388888889,8,0.8,1,0,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
2568,1,0,1.6,0.15,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
1159,2,0.333333333,2.6,0.4,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,2,2.5,0.375,1,0,4,1,1
1845,1,0,1.6,0.15,1.5,0.166666667,10,1,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,2,2,0.25,1,0,4,1,1
632,4,1,3,0.5,2.333333333,0.444444444,6,0.6,2,0.25,2,2,1,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
1322,3,0.666666667,3.2,0.55,3.166666667,0.722222222,3,0.3,5,1,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
156,1,0,2.4,0.35,1.833333333,0.277777778,3,0.3,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1389,2,0.333333333,1.8,0.2,2.166666667,0.388888889,7,0.7,4,0.75,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,2,0,0.333333333
789,1,0,2.6,0.4,2,0.333333333,4,0.4,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,1,3,0.5,1,0,4,1,1
2296,1,0,2,0.25,1,0,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2452,4,1,2.4,0.35,2.5,0.5,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,3,2,2.5,0.375,2,0.5,3,0,0.666666667
599,1,0,1,0,2.5,0.5,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
238,2,0.333333333,2,0.25,1.666666667,0.222222222,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
164,3,0.666666667,1,0,1.833333333,0.277777778,8,0.8,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,1,1,1,0,1,0,4,1,1
2398,1,0,1.2,0.05,1.833333333,0.277777778,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2582,3,0.666666667,1.6,0.15,3,0.666666667,6,0.6,2,0.25,1,2,2,1,1.5,0.5,1,0,2,3,2.5,0.375,1,0,4,1,1
